Airline,Source,Destination,Total_Stops,Price,Journey_day,Journey_month,Journey_year,hours,minutes,Arrival_hour,Arrival_min,duration_mins,duration_hours
IndiGo,Chennai,Kolkata,0.0,3597,18,5,2019,19,35,21,55,20,2
SpiceJet,Chennai,Kolkata,0.0,3543,1,5,2019,8,20,10,35,15,2
Jet Airways,Banglore,New Delhi,1.0,16736,6,3,2019,7,0,19,10,10,12
SpiceJet,Banglore,Delhi,0.0,3311,27,5,2019,5,55,8,35,40,2
Jet Airways,Banglore,New Delhi,1.0,11087,12,3,2019,18,55,10,45,50,15
Jet Airways,Mumbai,Hyderabad,0.0,5678,27,5,2019,2,55,4,20,25,1
IndiGo,Mumbai,Hyderabad,0.0,2754,1,4,2019,2,35,4,5,30,1
Air India,Delhi,Cochin,1.0,5117,1,4,2019,20,40,9,25,45,12
Multiple carriers,Delhi,Cochin,1.0,9646,15,5,2019,9,45,16,10,25,6
Multiple carriers,Delhi,Cochin,1.0,16863,3,3,2019,10,0,21,0,0,11
Air India,Delhi,Cochin,2.0,22096,9,3,2019,16,55,19,15,20,26
Vistara,Mumbai,Hyderabad,1.0,12395,6,3,2019,15,40,16,45,5,25
Jet Airways,Banglore,Delhi,0.0,7229,21,4,2019,7,10,10,10,0,3
Air India,Kolkata,Banglore,2.0,12125,1,4,2019,9,50,23,15,25,13
Jet Airways,Delhi,Cochin,1.0,6540,21,3,2019,8,0,18,50,50,10
Jet Airways,Kolkata,Banglore,1.0,13067,9,5,2019,20,25,21,5,40,24
Jet Airways,Mumbai,Hyderabad,0.0,5678,21,3,2019,15,50,17,20,30,1
Multiple carriers,Delhi,Cochin,1.0,10197,21,5,2019,10,0,19,0,0,9
Jet Airways,Delhi,Cochin,1.0,10262,24,6,2019,18,15,19,0,45,24
Jet Airways,Mumbai,Hyderabad,0.0,4995,6,6,2019,10,20,11,50,30,1
Jet Airways,Banglore,Delhi,0.0,4030,6,5,2019,11,10,14,5,55,2
Jet Airways,Delhi,Cochin,1.0,12898,21,5,2019,8,0,19,0,0,11
SpiceJet,Kolkata,Banglore,0.0,3873,27,6,2019,6,55,9,30,35,2
IndiGo,Banglore,Delhi,0.0,4423,6,4,2019,6,5,8,50,45,2
IndiGo,Delhi,Cochin,1.0,6938,9,6,2019,14,20,22,30,10,8
IndiGo,Kolkata,Banglore,0.0,4804,27,6,2019,14,25,16,55,30,2
IndiGo,Mumbai,Hyderabad,0.0,4049,21,6,2019,6,25,7,55,30,1
SpiceJet,Kolkata,Banglore,0.0,4174,1,5,2019,17,10,19,40,30,2
Jet Airways,Delhi,Cochin,2.0,13292,6,6,2019,21,25,19,0,35,21
Jet Airways,Kolkata,Banglore,1.0,12121,9,5,2019,17,0,9,45,45,16
Jet Airways,Kolkata,Banglore,1.0,8586,21,5,2019,6,30,4,40,10,22
Jet Airways,Delhi,Cochin,1.0,10262,1,6,2019,2,15,4,25,10,26
IndiGo,Delhi,Cochin,1.0,5073,24,4,2019,7,35,12,10,35,4
Vistara,Banglore,Delhi,0.0,5823,18,4,2019,19,30,22,15,45,2
GoAir,Banglore,New Delhi,0.0,3898,24,3,2019,11,40,14,35,55,2
Air India,Kolkata,Banglore,1.0,7662,21,5,2019,12,0,13,15,15,25
Multiple carriers,Delhi,Cochin,1.0,6717,21,3,2019,7,5,22,20,15,15
SpiceJet,Delhi,Cochin,1.0,5583,6,6,2019,6,5,11,20,15,5
Jet Airways,Kolkata,Banglore,1.0,10703,12,5,2019,20,25,21,5,40,24
Air India,Kolkata,Banglore,2.0,5562,1,4,2019,5,50,13,15,25,7
Jet Airways,Delhi,Cochin,2.0,13014,1,6,2019,9,40,12,35,55,26
Multiple carriers,Delhi,Cochin,1.0,9486,21,5,2019,9,45,0,55,10,15
Air India,Delhi,Cochin,2.0,11911,9,3,2019,16,40,19,15,35,26
IndiGo,Delhi,Cochin,1.0,14871,6,3,2019,16,0,1,35,35,9
IndiGo,Kolkata,Banglore,0.0,4148,15,3,2019,5,30,8,20,50,2
Multiple carriers,Delhi,Cochin,1.0,15058,21,5,2019,8,0,19,15,15,11
Multiple carriers,Delhi,Cochin,1.0,6838,9,4,2019,17,0,1,30,30,8
Air India,Delhi,Cochin,1.0,8372,9,6,2019,20,0,19,15,15,23
Air India,Delhi,Cochin,1.0,7690,9,6,2019,20,40,9,25,45,12
SpiceJet,Kolkata,Banglore,0.0,3873,21,5,2019,6,55,9,30,35,2
GoAir,Banglore,Delhi,0.0,4632,21,4,2019,7,45,10,40,55,2
Vistara,Mumbai,Hyderabad,1.0,12395,6,3,2019,7,30,19,55,25,12
Jet Airways,Delhi,Cochin,1.0,10262,6,6,2019,19,15,4,25,10,9
Multiple carriers,Delhi,Cochin,1.0,14067,21,5,2019,14,0,21,0,0,7
Jet Airways,Kolkata,Banglore,1.0,11467,21,5,2019,17,0,14,25,25,21
Air India,Chennai,Kolkata,0.0,4667,24,6,2019,11,40,13,55,15,2
Air India,Delhi,Cochin,1.0,8372,15,5,2019,8,0,19,15,15,11
Air India,Delhi,Cochin,2.0,13039,15,5,2019,17,15,7,40,25,14
Air India,Delhi,Cochin,2.0,10493,9,6,2019,5,55,19,15,20,37
Jet Airways,Delhi,Cochin,2.0,20064,3,3,2019,5,25,18,50,25,37
GoAir,Banglore,Delhi,0.0,4937,18,4,2019,11,40,14,30,50,2
Air India,Kolkata,Banglore,2.0,15170,18,5,2019,16,45,12,30,45,19
Air India,Delhi,Cochin,1.0,10840,9,3,2019,23,0,7,40,40,8
Air India,Kolkata,Banglore,2.0,11752,9,6,2019,9,25,13,45,20,28
Jet Airways,Banglore,New Delhi,1.0,10037,9,3,2019,5,50,12,20,30,6
Jet Airways,Kolkata,Banglore,1.0,14388,1,5,2019,14,5,12,0,55,21
Air India,Kolkata,Banglore,0.0,6245,18,5,2019,14,15,16,45,30,2
Air India,Banglore,New Delhi,1.0,14594,1,3,2019,11,5,19,50,45,8
Jet Airways,Kolkata,Banglore,1.0,13067,12,5,2019,20,25,19,10,45,22
Jet Airways,Delhi,Cochin,1.0,10262,9,6,2019,9,0,4,25,25,19
Multiple carriers,Delhi,Cochin,1.0,11249,9,3,2019,4,45,19,15,30,14
Air India,Delhi,Cochin,1.0,7480,21,5,2019,17,20,9,25,5,16
Jet Airways,Kolkata,Banglore,1.0,13941,9,5,2019,14,5,4,40,35,14
Jet Airways,Banglore,Delhi,0.0,7229,6,4,2019,15,15,18,10,55,2
Air Asia,Delhi,Cochin,1.0,8759,6,6,2019,7,55,22,25,30,14
Air India,Delhi,Cochin,1.0,8372,15,5,2019,10,0,19,15,15,9
Jet Airways,Banglore,New Delhi,1.0,11087,9,3,2019,8,55,21,20,25,12
Air India,Mumbai,Hyderabad,0.0,3100,18,6,2019,15,0,16,25,25,1
IndiGo,Chennai,Kolkata,0.0,3540,6,5,2019,5,15,7,40,25,2
Multiple carriers,Delhi,Cochin,1.0,17267,6,3,2019,7,5,21,0,55,13
Air India,Banglore,Delhi,0.0,6961,15,5,2019,6,10,8,55,45,2
Multiple carriers,Delhi,Cochin,1.0,12192,1,6,2019,3,50,19,0,10,15
Jet Airways,Kolkata,Banglore,1.0,12384,21,5,2019,9,35,19,10,35,9
IndiGo,Delhi,Cochin,0.0,6541,15,5,2019,14,25,17,40,15,3
Air India,Delhi,Cochin,1.0,7480,15,5,2019,9,45,9,25,40,23
IndiGo,Delhi,Cochin,1.0,5164,1,4,2019,2,0,7,25,25,5
Air India,Mumbai,Hyderabad,0.0,3100,24,6,2019,6,20,7,40,20,1
Vistara,Banglore,New Delhi,0.0,11913,24,3,2019,16,0,18,35,35,2
Air India,Delhi,Cochin,2.0,13591,27,6,2019,14,25,19,15,50,28
Jet Airways,Kolkata,Banglore,1.0,10844,15,5,2019,18,55,18,15,20,23
SpiceJet,Banglore,Delhi,0.0,3971,3,4,2019,9,30,12,20,50,2
GoAir,Delhi,Cochin,1.0,5281,15,6,2019,7,0,12,55,55,5
Jet Airways,Kolkata,Banglore,1.0,14231,24,3,2019,19,45,8,10,25,12
Jet Airways,Delhi,Cochin,1.0,14714,6,6,2019,13,0,19,0,0,6
Jet Airways,Kolkata,Banglore,1.0,9663,6,5,2019,20,0,4,40,40,8
Jet Airways,Kolkata,Banglore,1.0,8824,24,3,2019,6,30,22,35,5,16
Jet Airways,Banglore,New Delhi,1.0,17471,6,3,2019,21,25,20,20,55,22
Jet Airways,Kolkata,Banglore,1.0,13941,12,5,2019,6,30,19,50,20,13
Jet Airways,Kolkata,Banglore,1.0,9314,9,5,2019,20,25,18,0,35,21
Vistara,Kolkata,Banglore,1.0,12890,24,3,2019,17,0,10,50,50,17
Jet Airways,Delhi,Cochin,1.0,14714,3,6,2019,19,15,19,0,45,23
Jet Airways,Delhi,Cochin,2.0,15129,18,5,2019,9,40,4,25,45,18
IndiGo,Banglore,New Delhi,0.0,6860,15,3,2019,8,30,11,30,0,3
Jet Airways,Delhi,Cochin,2.0,15129,18,5,2019,13,25,19,0,35,29
Air India,Banglore,Delhi,0.0,6121,1,5,2019,13,20,16,10,50,2
IndiGo,Kolkata,Banglore,1.0,4775,15,4,2019,15,15,20,30,15,5
GoAir,Banglore,Delhi,0.0,3419,15,5,2019,7,45,10,40,55,2
Multiple carriers,Delhi,Cochin,1.0,9646,1,6,2019,13,15,22,30,15,9
Jet Airways,Delhi,Cochin,2.0,10368,3,6,2019,9,40,12,35,55,26
Jet Airways,Delhi,Cochin,2.0,10368,12,6,2019,5,30,4,25,55,22
IndiGo,Delhi,Cochin,1.0,6442,15,5,2019,6,50,22,30,40,15
Air Asia,Kolkata,Banglore,1.0,6857,18,5,2019,19,55,23,30,35,3
Jet Airways,Delhi,Cochin,1.0,10262,27,6,2019,11,30,19,0,30,7
IndiGo,Kolkata,Banglore,1.0,5930,12,6,2019,21,0,2,15,15,5
Jet Airways,Banglore,New Delhi,1.0,12284,18,3,2019,5,45,15,15,30,9
SpiceJet,Kolkata,Banglore,0.0,4174,24,4,2019,9,0,11,25,25,2
IndiGo,Chennai,Kolkata,0.0,3858,3,5,2019,14,45,17,5,20,2
Vistara,Kolkata,Banglore,1.0,9870,24,5,2019,17,0,20,20,20,27
IndiGo,Delhi,Cochin,1.0,6069,27,6,2019,16,0,21,0,0,5
IndiGo,Mumbai,Hyderabad,0.0,2754,3,4,2019,19,5,20,35,30,1
Jet Airways,Banglore,Delhi,0.0,7229,15,5,2019,19,50,22,50,0,3
Air India,Banglore,Delhi,0.0,5911,1,4,2019,13,20,16,10,50,2
SpiceJet,Delhi,Cochin,1.0,5583,9,6,2019,6,5,11,20,15,5
Multiple carriers,Delhi,Cochin,1.0,11142,9,4,2019,8,0,19,0,0,11
Jet Airways,Kolkata,Banglore,1.0,13941,6,5,2019,16,30,16,20,50,23
Jet Airways,Kolkata,Banglore,1.0,11467,1,5,2019,20,25,14,25,0,18
Jet Airways,Banglore,Delhi,0.0,4544,24,4,2019,18,55,22,0,5,3
Air India,Kolkata,Banglore,1.0,8366,9,6,2019,9,25,21,50,25,12
Air Asia,Delhi,Cochin,1.0,6451,27,5,2019,7,55,15,45,50,7
Air India,Delhi,Cochin,1.0,7468,9,6,2019,17,40,8,15,35,14
IndiGo,Kolkata,Banglore,0.0,4804,24,5,2019,20,20,22,55,35,2
Multiple carriers,Delhi,Cochin,1.0,6093,24,4,2019,7,10,16,10,0,9
IndiGo,Chennai,Kolkata,0.0,5277,15,6,2019,22,5,0,25,20,2
Multiple carriers,Delhi,Cochin,1.0,10261,1,6,2019,11,40,19,15,35,7
Jet Airways,Mumbai,Hyderabad,0.0,5678,18,5,2019,7,5,8,30,25,1
GoAir,Delhi,Cochin,1.0,6112,3,3,2019,7,30,13,20,50,5
Jet Airways,Delhi,Cochin,2.0,15812,15,6,2019,11,40,19,0,20,7
Jet Airways,Delhi,Cochin,1.0,17024,3,3,2019,9,0,18,50,50,9
IndiGo,Mumbai,Hyderabad,0.0,3175,18,3,2019,16,55,18,25,30,1
Vistara,Kolkata,Banglore,1.0,12102,24,3,2019,17,0,22,10,10,29
Air India,Kolkata,Banglore,2.0,10676,12,5,2019,12,0,18,30,30,30
Air India,Delhi,Cochin,1.0,8372,18,5,2019,21,0,7,40,40,10
SpiceJet,Delhi,Cochin,1.0,5111,27,3,2019,15,55,21,55,0,6
SpiceJet,Kolkata,Banglore,0.0,3841,9,5,2019,6,55,9,30,35,2
SpiceJet,Kolkata,Banglore,0.0,5831,24,3,2019,22,20,0,40,20,2
Air India,Delhi,Cochin,2.0,11753,9,5,2019,10,55,19,15,20,8
IndiGo,Delhi,Cochin,1.0,6093,3,6,2019,10,35,21,0,25,10
Multiple carriers,Delhi,Cochin,1.0,7723,6,6,2019,10,0,1,30,30,15
Jet Airways,Delhi,Cochin,1.0,12373,9,5,2019,18,15,4,25,10,10
Jet Airways,Delhi,Cochin,1.0,10262,1,6,2019,10,0,12,35,35,26
Air India,Kolkata,Banglore,2.0,16372,1,5,2019,9,25,13,45,20,28
Air India,Kolkata,Banglore,1.0,8026,24,3,2019,9,10,13,40,30,4
Multiple carriers,Delhi,Cochin,1.0,12402,3,6,2019,8,0,19,0,0,11
SpiceJet,Mumbai,Hyderabad,0.0,2017,18,5,2019,22,45,0,15,30,1
Jet Airways,Mumbai,Hyderabad,0.0,3210,9,5,2019,2,55,4,20,25,1
Jet Airways,Banglore,Delhi,0.0,5769,21,6,2019,11,10,14,5,55,2
Air Asia,Delhi,Cochin,1.0,8759,18,5,2019,7,55,13,25,30,5
Jet Airways,Delhi,Cochin,2.0,16704,18,5,2019,13,25,4,25,0,15
SpiceJet,Chennai,Kolkata,0.0,3597,21,5,2019,8,20,10,35,15,2
Multiple carriers,Delhi,Cochin,1.0,9627,18,5,2019,10,35,19,0,25,8
Air India,Kolkata,Banglore,2.0,12009,1,5,2019,9,10,21,50,40,12
Jet Airways,Kolkata,Banglore,1.0,14388,15,5,2019,21,10,4,40,30,7
IndiGo,Chennai,Kolkata,0.0,6297,15,3,2019,14,40,17,5,25,2
Air India,Mumbai,Hyderabad,0.0,3100,1,4,2019,6,20,7,40,20,1
Jet Airways,Banglore,Delhi,0.0,4544,9,4,2019,6,0,8,45,45,2
Multiple carriers,Delhi,Cochin,1.0,7618,27,5,2019,7,0,21,0,0,14
IndiGo,Kolkata,Banglore,1.0,4226,3,4,2019,6,15,10,30,15,4
Jet Airways,Delhi,Cochin,1.0,5963,21,3,2019,19,45,4,25,40,8
Jet Airways,Kolkata,Banglore,1.0,10703,1,5,2019,9,35,18,0,25,8
IndiGo,Mumbai,Hyderabad,0.0,2754,1,5,2019,19,5,20,35,30,1
Jet Airways,Kolkata,Banglore,1.0,9314,15,5,2019,17,0,14,25,25,21
IndiGo,Kolkata,Banglore,1.0,6762,24,3,2019,15,10,20,15,5,5
IndiGo,Mumbai,Hyderabad,0.0,4049,9,5,2019,6,25,7,55,30,1
Jet Airways,Delhi,Cochin,2.0,8728,27,3,2019,5,10,18,50,40,13
Vistara,Banglore,Delhi,0.0,4668,24,5,2019,11,30,14,20,50,2
Jet Airways,Banglore,New Delhi,1.0,9134,15,3,2019,8,55,16,10,15,7
SpiceJet,Chennai,Kolkata,0.0,3597,9,5,2019,17,45,20,5,20,2
Jet Airways,Delhi,Cochin,2.0,14300,15,6,2019,18,20,12,35,15,18
Jet Airways,Kolkata,Banglore,1.0,8586,18,5,2019,21,10,4,40,30,7
Multiple carriers,Delhi,Cochin,1.0,14848,24,6,2019,11,30,19,15,45,7
Vistara,Mumbai,Hyderabad,1.0,12080,12,3,2019,7,30,9,25,55,25
IndiGo,Delhi,Cochin,1.0,8618,15,5,2019,2,0,7,25,25,5
Air India,Kolkata,Banglore,2.0,10697,6,6,2019,8,20,18,30,10,10
IndiGo,Delhi,Cochin,1.0,8258,3,3,2019,7,35,12,0,25,4
Air India,Kolkata,Banglore,2.0,12723,9,6,2019,5,50,23,15,25,17
Vistara,Banglore,New Delhi,0.0,7240,9,3,2019,21,10,0,5,55,2
Multiple carriers,Delhi,Cochin,1.0,18286,3,3,2019,11,30,1,35,5,14
Air India,Banglore,New Delhi,2.0,11885,18,3,2019,8,50,10,35,45,25
Multiple carriers,Delhi,Cochin,1.0,6795,12,6,2019,19,0,1,30,30,6
Multiple carriers,Delhi,Cochin,1.0,11789,27,6,2019,8,45,19,0,15,10
Air Asia,Banglore,New Delhi,0.0,4482,24,3,2019,23,25,2,10,45,2
Jet Airways,Delhi,Cochin,1.0,16289,9,3,2019,20,50,18,50,0,22
Jet Airways,Banglore,New Delhi,1.0,11087,12,3,2019,20,35,19,10,35,22
Jet Airways,Kolkata,Banglore,1.0,9358,6,5,2019,10,20,17,35,15,7
SpiceJet,Banglore,Delhi,0.0,3971,27,4,2019,21,10,0,5,55,2
Jet Airways,Banglore,New Delhi,1.0,7832,21,3,2019,8,55,19,10,15,10
Multiple carriers,Delhi,Cochin,1.0,9315,27,5,2019,6,40,19,0,20,12
GoAir,Delhi,Cochin,1.0,8213,6,3,2019,10,25,19,20,55,8
Air Asia,Delhi,Cochin,1.0,8327,9,3,2019,20,10,7,10,0,11
Air Asia,Banglore,New Delhi,0.0,6135,3,3,2019,23,25,2,10,45,2
IndiGo,Kolkata,Banglore,0.0,5644,21,4,2019,14,25,16,55,30,2
Vistara,Kolkata,Banglore,1.0,8662,6,6,2019,20,20,22,40,20,26
Multiple carriers,Delhi,Cochin,1.0,8073,15,5,2019,10,0,21,0,0,11
Multiple carriers,Delhi,Cochin,1.0,9646,9,6,2019,9,45,16,10,25,6
Jet Airways,Banglore,New Delhi,1.0,25735,1,3,2019,14,5,9,30,25,19
IndiGo,Delhi,Cochin,1.0,8227,27,3,2019,7,30,13,20,50,5
Jet Airways,Kolkata,Banglore,1.0,11467,6,5,2019,17,0,18,0,0,25
Jet Airways,Banglore,New Delhi,1.0,13555,18,3,2019,16,55,23,0,5,6
Jet Airways,Banglore,Delhi,0.0,7229,15,5,2019,15,15,18,10,55,2
IndiGo,Banglore,Delhi,0.0,3419,21,6,2019,0,25,3,15,50,2
Multiple carriers,Delhi,Cochin,1.0,5797,27,6,2019,17,45,1,30,45,7
Air India,Delhi,Cochin,1.0,15407,6,3,2019,7,0,7,40,40,24
IndiGo,Delhi,Cochin,1.0,5054,27,5,2019,16,0,21,0,0,5
SpiceJet,Chennai,Kolkata,0.0,3911,6,5,2019,8,20,10,35,15,2
Jet Airways,Kolkata,Banglore,1.0,13044,12,6,2019,18,55,19,50,55,24
Jet Airways,Delhi,Cochin,1.0,14714,6,6,2019,11,30,4,25,55,16
Jet Airways,Banglore,Delhi,0.0,8016,18,6,2019,7,10,10,10,0,3
Jet Airways,Delhi,Cochin,1.0,19828,3,3,2019,11,30,4,25,55,16
Jet Airways,Delhi,Cochin,1.0,10262,12,6,2019,14,0,12,35,35,22
Multiple carriers,Delhi,Cochin,1.0,8266,9,5,2019,6,0,19,15,15,13
Jet Airways,Kolkata,Banglore,1.0,7064,1,4,2019,20,0,20,45,45,24
IndiGo,Delhi,Cochin,1.0,6442,9,6,2019,6,50,22,30,40,15
Jet Airways,Banglore,Delhi,0.0,6144,24,5,2019,19,50,22,50,0,3
IndiGo,Mumbai,Hyderabad,0.0,3175,15,3,2019,16,55,18,25,30,1
Vistara,Delhi,Cochin,0.0,6216,12,5,2019,14,40,17,50,10,3
IndiGo,Kolkata,Banglore,1.0,4226,24,5,2019,19,35,23,15,40,3
Jet Airways,Kolkata,Banglore,1.0,10031,24,3,2019,13,55,16,20,25,26
Jet Airways,Banglore,New Delhi,1.0,7832,21,3,2019,11,40,10,25,45,22
Jet Airways,Delhi,Cochin,2.0,12819,27,6,2019,23,5,12,35,30,13
Multiple carriers,Delhi,Cochin,1.0,10877,3,6,2019,11,25,19,0,35,7
Jet Airways,Delhi,Cochin,2.0,13344,3,6,2019,5,30,12,35,5,7
Jet Airways,Mumbai,Hyderabad,0.0,5678,24,5,2019,19,35,21,5,30,1
Jet Airways,Delhi,Cochin,1.0,12898,27,5,2019,14,0,19,0,0,5
Jet Airways,Kolkata,Banglore,1.0,12692,12,6,2019,9,35,10,55,20,25
Vistara,Banglore,New Delhi,0.0,4353,24,3,2019,21,10,0,5,55,2
Jet Airways,Delhi,Cochin,2.0,7791,21,3,2019,10,45,18,50,5,32
Jet Airways,Delhi,Cochin,1.0,6540,27,3,2019,19,15,4,25,10,9
Air Asia,Kolkata,Banglore,0.0,4409,15,5,2019,19,55,22,25,30,2
Multiple carriers,Delhi,Cochin,1.0,14848,27,6,2019,9,0,19,15,15,10
Jet Airways,Banglore,New Delhi,1.0,9134,15,3,2019,7,0,13,15,15,6
Air India,Banglore,Delhi,0.0,5228,6,5,2019,10,0,12,45,45,2
Jet Airways,Kolkata,Banglore,1.0,13759,24,3,2019,19,45,16,20,35,20
Jet Airways,Kolkata,Banglore,2.0,10118,21,5,2019,6,30,7,25,55,24
IndiGo,Delhi,Cochin,1.0,6674,9,3,2019,7,35,16,10,35,8
Air India,Delhi,Cochin,0.0,5201,12,6,2019,5,10,8,0,50,2
Multiple carriers,Delhi,Cochin,1.0,13377,9,6,2019,14,0,1,30,30,11
Air India,Kolkata,Banglore,2.0,13227,1,5,2019,9,50,8,55,5,23
Multiple carriers,Delhi,Cochin,1.0,17073,3,3,2019,17,0,1,35,35,8
IndiGo,Delhi,Cochin,1.0,6069,18,5,2019,20,25,1,30,5,5
Jet Airways,Banglore,New Delhi,1.0,27992,1,3,2019,11,40,21,20,40,9
Multiple carriers,Delhi,Cochin,1.0,10678,12,6,2019,4,55,12,35,40,7
Jet Airways,Banglore,New Delhi,1.0,12284,18,3,2019,5,45,13,15,30,7
Jet Airways,Kolkata,Banglore,1.0,10844,9,6,2019,18,55,16,20,25,21
Multiple carriers,Delhi,Cochin,1.0,7005,1,6,2019,12,50,21,0,10,8
Air India,Kolkata,Banglore,1.0,8366,12,6,2019,16,50,11,10,20,18
Air India,Delhi,Cochin,1.0,7952,6,6,2019,6,5,9,25,20,27
SpiceJet,Banglore,Delhi,0.0,5515,18,4,2019,9,30,12,20,50,2
Jet Airways,Delhi,Cochin,2.0,16914,6,3,2019,5,25,19,45,20,38
Air India,Mumbai,Hyderabad,2.0,13904,6,3,2019,6,0,19,25,25,37
Jet Airways,Delhi,Cochin,2.0,13180,21,3,2019,16,10,18,50,40,26
IndiGo,Chennai,Kolkata,0.0,3597,27,5,2019,13,15,15,35,20,2
Air India,Delhi,Cochin,2.0,13591,6,6,2019,20,15,19,15,0,23
IndiGo,Banglore,Delhi,0.0,4990,21,6,2019,16,55,19,55,0,3
IndiGo,Kolkata,Banglore,1.0,4268,6,4,2019,15,15,20,30,15,5
Air India,Delhi,Cochin,1.0,8907,15,5,2019,20,30,23,0,30,26
Multiple carriers,Delhi,Cochin,1.0,8266,12,6,2019,11,40,19,15,35,7
Jet Airways,Delhi,Cochin,2.0,10588,6,6,2019,21,25,19,0,35,21
Air India,Kolkata,Banglore,2.0,8366,1,5,2019,9,25,18,20,55,8
Air India,Banglore,New Delhi,1.0,10321,9,3,2019,10,30,11,20,50,24
Air India,Mumbai,Hyderabad,0.0,3100,27,5,2019,6,20,7,40,20,1
Jet Airways,Kolkata,Banglore,1.0,13364,1,4,2019,14,5,19,50,45,5
Jet Airways,Kolkata,Banglore,1.0,7064,1,4,2019,18,55,19,50,55,24
SpiceJet,Delhi,Cochin,1.0,9748,6,3,2019,15,55,21,55,0,6
Jet Airways,Banglore,New Delhi,1.0,13555,18,3,2019,21,25,9,0,35,11
Jet Airways,Kolkata,Banglore,1.0,10844,21,5,2019,14,5,20,45,40,6
Jet Airways,Delhi,Cochin,2.0,13848,18,5,2019,14,35,4,25,50,13
Jet Airways,Banglore,New Delhi,1.0,16736,6,3,2019,11,40,5,5,25,17
Air India,Delhi,Cochin,2.0,9601,15,5,2019,12,0,19,15,15,7
Multiple carriers,Delhi,Cochin,1.0,6795,9,6,2019,12,50,1,30,40,12
Jet Airways,Delhi,Cochin,2.0,15129,9,5,2019,9,40,4,25,45,18
Jet Airways,Kolkata,Banglore,1.0,10844,12,5,2019,14,5,20,45,40,6
IndiGo,Kolkata,Banglore,0.0,4804,27,6,2019,20,25,23,10,45,2
Jet Airways,Banglore,Delhi,0.0,7229,27,4,2019,7,10,10,10,0,3
Jet Airways,Delhi,Cochin,1.0,16289,27,5,2019,7,5,19,0,55,11
IndiGo,Mumbai,Hyderabad,0.0,4392,27,3,2019,9,10,10,40,30,1
IndiGo,Mumbai,Hyderabad,0.0,2754,12,6,2019,1,40,3,10,30,1
Jet Airways,Banglore,New Delhi,1.0,7280,21,3,2019,9,45,14,25,40,4
Jet Airways,Banglore,New Delhi,1.0,19225,6,3,2019,11,40,18,25,45,6
Jet Airways,Kolkata,Banglore,1.0,14781,9,5,2019,6,30,18,15,45,11
SpiceJet,Kolkata,Banglore,0.0,3873,12,4,2019,22,20,0,40,20,2
IndiGo,Delhi,Cochin,1.0,6416,1,6,2019,11,25,21,0,35,9
GoAir,Delhi,Cochin,1.0,5281,1,4,2019,10,35,19,35,0,9
Vistara,Chennai,Kolkata,0.0,7414,6,3,2019,7,5,9,20,15,2
Jet Airways,Delhi,Cochin,1.0,5963,27,3,2019,9,0,18,50,50,9
IndiGo,Mumbai,Hyderabad,0.0,2227,15,5,2019,21,20,22,50,30,1
Air India,Banglore,Delhi,0.0,5911,12,4,2019,6,10,8,55,45,2
Air India,Delhi,Cochin,2.0,11281,1,5,2019,22,0,19,15,15,21
Jet Airways,Banglore,New Delhi,1.0,7832,21,3,2019,22,50,10,25,35,11
IndiGo,Banglore,Delhi,0.0,3943,27,5,2019,4,0,6,50,50,2
Vistara,Chennai,Kolkata,0.0,3687,18,6,2019,7,5,9,20,15,2
Jet Airways,Banglore,Delhi,0.0,8016,24,6,2019,15,15,18,10,55,2
IndiGo,Kolkata,Banglore,0.0,4462,15,3,2019,20,25,23,5,40,2
Air India,Delhi,Cochin,2.0,11753,12,6,2019,10,55,19,15,20,8
Jet Airways,Banglore,New Delhi,1.0,13817,12,3,2019,22,55,12,25,30,13
Air India,Banglore,New Delhi,3.0,12346,1,3,2019,5,50,12,15,25,30
Air India,Mumbai,Hyderabad,0.0,2050,18,3,2019,19,30,20,45,15,1
IndiGo,Kolkata,Banglore,0.0,4804,21,6,2019,11,30,14,5,35,2
IndiGo,Delhi,Cochin,1.0,8574,27,3,2019,6,40,15,30,50,8
Air India,Delhi,Cochin,2.0,10231,12,6,2019,5,0,7,40,40,26
Jet Airways,Mumbai,Hyderabad,0.0,5678,6,5,2019,19,35,21,5,30,1
Jet Airways,Banglore,Delhi,0.0,7229,12,4,2019,15,15,18,10,55,2
Jet Airways,Banglore,New Delhi,1.0,13502,6,3,2019,14,5,8,15,10,18
IndiGo,Banglore,Delhi,0.0,4823,3,5,2019,18,55,21,50,55,2
Vistara,Kolkata,Banglore,1.0,8452,6,5,2019,20,20,22,40,20,26
IndiGo,Delhi,Cochin,1.0,6818,18,5,2019,5,5,16,10,5,11
Jet Airways,Banglore,Delhi,0.0,7229,6,4,2019,18,55,22,0,5,3
SpiceJet,Chennai,Kolkata,0.0,3384,27,3,2019,17,45,20,5,20,2
Multiple carriers,Delhi,Cochin,1.0,8510,15,6,2019,10,0,1,30,30,15
Multiple carriers,Delhi,Cochin,1.0,8307,21,3,2019,9,0,15,30,30,6
GoAir,Delhi,Cochin,1.0,5752,27,5,2019,7,0,12,55,55,5
SpiceJet,Mumbai,Hyderabad,0.0,2227,9,6,2019,13,15,14,45,30,1
Jet Airways,Delhi,Cochin,1.0,12583,6,3,2019,22,20,4,25,5,6
Multiple carriers,Delhi,Cochin,1.0,7575,15,5,2019,11,25,19,15,50,7
Jet Airways,Mumbai,Hyderabad,0.0,5678,1,6,2019,2,55,4,20,25,1
